file_name,shape,texture
airplane10-boat3.png,airplane10,boat3
airplane7-car1.png,airplane7,car1
airplane10-bear3.png,airplane10,bear3
airplane10-car3.png,airplane10,car3
airplane4-keyboard3.png,airplane4,keyboard3
airplane7-clock3.png,airplane7,clock3
airplane2-bicycle1.png,airplane2,bicycle1
airplane4-bottle1.png,airplane4,bottle1
airplane8-bird1.png,airplane8,bird1
airplane5-bicycle1.png,airplane5,bicycle1
airplane5-bird2.png,airplane5,bird2
airplane5-bear2.png,airplane5,bear2
airplane5-boat3.png,airplane5,boat3
airplane4-bicycle2.png,airplane4,bicycle2
airplane4-truck2.png,airplane4,truck2
airplane3-keyboard2.png,airplane3,keyboard2
airplane9-truck1.png,airplane9,truck1
airplane1-elephant1.png,airplane1,elephant1
airplane7-keyboard1.png,airplane7,keyboard1
airplane10-dog3.png,airplane10,dog3
airplane10-cat2.png,airplane10,cat2
airplane7-cat3.png,airplane7,cat3
airplane8-clock2.png,airplane8,clock2
airplane10-truck1.png,airplane10,truck1
airplane4-bird3.png,airplane4,bird3
airplane9-keyboard2.png,airplane9,keyboard2
airplane2-bottle1.png,airplane2,bottle1
airplane2-bear1.png,airplane2,bear1
airplane8-chair1.png,airplane8,chair1
airplane8-elephant3.png,airplane8,elephant3
airplane4-boat3.png,airplane4,boat3
airplane5-knife1.png,airplane5,knife1
airplane9-boat1.png,airplane9,boat1
airplane4-bear3.png,airplane4,bear3
airplane5-chair3.png,airplane5,chair3
airplane8-bicycle3.png,airplane8,bicycle3
airplane2-bird3.png,airplane2,bird3
airplane7-bottle3.png,airplane7,bottle3
airplane10-airplane1.png,airplane10,airplane1
airplane6-chair3.png,airplane6,chair3
airplane3-cat1.png,airplane3,cat1
airplane2-cat1.png,airplane2,cat1
airplane5-dog3.png,airplane5,dog3
airplane3-oven1.png,airplane3,oven1
airplane4-dog2.png,airplane4,dog2
airplane6-knife1.png,airplane6,knife1
airplane10-oven2.png,airplane10,oven2
airplane3-clock1.png,airplane3,clock1
airplane8-truck3.png,airplane8,truck3
airplane7-bird3.png,airplane7,bird3
airplane7-airplane3.png,airplane7,airplane3
airplane3-airplane2.png,airplane3,airplane2
airplane8-oven2.png,airplane8,oven2
airplane7-boat2.png,airplane7,boat2
airplane4-airplane1.png,airplane4,airplane1
airplane3-chair3.png,airplane3,chair3
airplane4-car1.png,airplane4,car1
airplane10-knife3.png,airplane10,knife3
airplane5-bottle3.png,airplane5,bottle3
airplane5-oven3.png,airplane5,oven3
airplane1-bicycle2.png,airplane1,bicycle2
airplane4-knife1.png,airplane4,knife1
airplane6-keyboard3.png,airplane6,keyboard3
airplane9-knife3.png,airplane9,knife3
airplane6-bottle2.png,airplane6,bottle2
airplane9-car2.png,airplane9,car2
airplane4-elephant1.png,airplane4,elephant1
airplane7-truck1.png,airplane7,truck1
airplane3-car1.png,airplane3,car1
airplane1-clock1.png,airplane1,clock1
airplane10-elephant1.png,airplane10,elephant1
airplane6-bear3.png,airplane6,bear3
airplane9-airplane2.png,airplane9,airplane2
airplane9-oven2.png,airplane9,oven2
airplane3-elephant1.png,airplane3,elephant1
airplane1-chair2.png,airplane1,chair2
airplane2-dog1.png,airplane2,dog1
airplane3-dog1.png,airplane3,dog1
airplane4-cat3.png,airplane4,cat3
airplane9-clock1.png,airplane9,clock1
