file_name,shape,texture
cat4-truck3.png,cat4,truck3
cat4-oven1.png,cat4,oven1
cat2-car3.png,cat2,car3
cat9-truck1.png,cat9,truck1
cat8-car2.png,cat8,car2
cat7-knife2.png,cat7,knife2
cat5-bottle1.png,cat5,bottle1
cat10-elephant3.png,cat10,elephant3
cat10-bird2.png,cat10,bird2
cat6-bear1.png,cat6,bear1
cat7-airplane2.png,cat7,airplane2
cat2-knife3.png,cat2,knife3
cat9-bottle2.png,cat9,bottle2
cat10-bear1.png,cat10,bear1
cat4-cat3.png,cat4,cat3
cat9-dog2.png,cat9,dog2
cat4-airplane1.png,cat4,airplane1
cat7-clock3.png,cat7,clock3
cat10-clock1.png,cat10,clock1
cat5-dog3.png,cat5,dog3
cat4-dog3.png,cat4,dog3
cat3-cat1.png,cat3,cat1
cat2-cat1.png,cat2,cat1
cat5-chair3.png,cat5,chair3
cat7-boat3.png,cat7,boat3
cat1-bird1.png,cat1,bird1
cat6-keyboard3.png,cat6,keyboard3
cat9-cat3.png,cat9,cat3
cat5-knife2.png,cat5,knife2
cat4-car2.png,cat4,car2
cat5-car2.png,cat5,car2
cat7-elephant1.png,cat7,elephant1
cat1-keyboard3.png,cat1,keyboard3
cat3-elephant2.png,cat3,elephant2
cat3-oven2.png,cat3,oven2
cat5-keyboard3.png,cat5,keyboard3
cat10-airplane3.png,cat10,airplane3
cat1-boat1.png,cat1,boat1
cat3-truck3.png,cat3,truck3
cat10-bicycle1.png,cat10,bicycle1
cat2-elephant1.png,cat2,elephant1
cat1-dog1.png,cat1,dog1
cat6-oven1.png,cat6,oven1
cat9-boat2.png,cat9,boat2
cat8-bicycle3.png,cat8,bicycle3
cat6-clock3.png,cat6,clock3
cat4-keyboard2.png,cat4,keyboard2
cat10-bottle1.png,cat10,bottle1
cat5-elephant2.png,cat5,elephant2
cat2-boat2.png,cat2,boat2
cat9-bird3.png,cat9,bird3
cat6-chair3.png,cat6,chair3
cat9-bicycle1.png,cat9,bicycle1
cat10-oven2.png,cat10,oven2
cat1-car2.png,cat1,car2
cat4-bird2.png,cat4,bird2
cat5-bear2.png,cat5,bear2
cat8-bear1.png,cat8,bear1
cat5-airplane2.png,cat5,airplane2
cat9-clock2.png,cat9,clock2
cat10-keyboard1.png,cat10,keyboard1
cat1-chair2.png,cat1,chair2
cat3-bicycle1.png,cat3,bicycle1
cat1-airplane1.png,cat1,airplane1
cat2-truck3.png,cat2,truck3
cat7-bottle1.png,cat7,bottle1
cat4-clock2.png,cat4,clock2
cat5-boat1.png,cat5,boat1
cat5-bicycle3.png,cat5,bicycle3
cat9-knife2.png,cat9,knife2
cat4-chair2.png,cat4,chair2
cat1-oven1.png,cat1,oven1
cat7-truck2.png,cat7,truck2
cat4-knife1.png,cat4,knife1
cat1-cat3.png,cat1,cat3
cat3-bear2.png,cat3,bear2
cat8-bird2.png,cat8,bird2
cat2-bottle3.png,cat2,bottle3
cat7-dog3.png,cat7,dog3
cat9-chair2.png,cat9,chair2
