file_name,shape,texture
truck2-bottle3.png,truck2,bottle3
truck7-elephant2.png,truck7,elephant2
truck10-truck3.png,truck10,truck3
truck6-truck2.png,truck6,truck2
truck1-cat1.png,truck1,cat1
truck5-knife3.png,truck5,knife3
truck7-oven2.png,truck7,oven2
truck9-airplane2.png,truck9,airplane2
truck3-bird2.png,truck3,bird2
truck5-keyboard1.png,truck5,keyboard1
truck6-dog2.png,truck6,dog2
truck2-keyboard1.png,truck2,keyboard1
truck3-bear3.png,truck3,bear3
truck5-bird2.png,truck5,bird2
truck10-car3.png,truck10,car3
truck2-bicycle2.png,truck2,bicycle2
truck7-chair2.png,truck7,chair2
truck4-bottle2.png,truck4,bottle2
truck8-keyboard2.png,truck8,keyboard2
truck4-boat3.png,truck4,boat3
truck4-bear1.png,truck4,bear1
truck9-boat3.png,truck9,boat3
truck4-airplane3.png,truck4,airplane3
truck1-car3.png,truck1,car3
truck9-truck3.png,truck9,truck3
truck2-clock1.png,truck2,clock1
truck2-bird2.png,truck2,bird2
truck6-oven3.png,truck6,oven3
truck2-chair1.png,truck2,chair1
truck2-boat3.png,truck2,boat3
truck8-bottle2.png,truck8,bottle2
truck9-elephant1.png,truck9,elephant1
truck6-cat2.png,truck6,cat2
truck1-dog1.png,truck1,dog1
truck3-bicycle1.png,truck3,bicycle1
truck1-bird1.png,truck1,bird1
truck1-bicycle3.png,truck1,bicycle3
truck7-bear2.png,truck7,bear2
truck8-elephant1.png,truck8,elephant1
truck2-airplane3.png,truck2,airplane3
truck6-bottle3.png,truck6,bottle3
truck5-car1.png,truck5,car1
truck7-boat1.png,truck7,boat1
truck1-knife1.png,truck1,knife1
truck1-chair2.png,truck1,chair2
truck6-bicycle1.png,truck6,bicycle1
truck8-cat2.png,truck8,cat2
truck3-cat1.png,truck3,cat1
truck5-dog3.png,truck5,dog3
truck10-elephant3.png,truck10,elephant3
truck7-truck2.png,truck7,truck2
truck4-knife1.png,truck4,knife1
truck1-clock3.png,truck1,clock3
truck9-chair3.png,truck9,chair3
truck3-oven2.png,truck3,oven2
truck5-airplane2.png,truck5,airplane2
truck7-bird2.png,truck7,bird2
truck1-bear1.png,truck1,bear1
truck6-bear2.png,truck6,bear2
truck3-knife2.png,truck3,knife2
truck3-dog3.png,truck3,dog3
truck10-clock1.png,truck10,clock1
truck6-boat2.png,truck6,boat2
truck8-dog3.png,truck8,dog3
truck3-keyboard3.png,truck3,keyboard3
truck3-chair2.png,truck3,chair2
truck5-cat3.png,truck5,cat3
truck7-keyboard3.png,truck7,keyboard3
truck9-bottle2.png,truck9,bottle2
truck10-airplane1.png,truck10,airplane1
truck4-oven2.png,truck4,oven2
truck6-clock2.png,truck6,clock2
truck3-clock3.png,truck3,clock3
truck3-car3.png,truck3,car3
truck2-car3.png,truck2,car3
truck2-elephant1.png,truck2,elephant1
truck5-truck1.png,truck5,truck1
truck6-knife2.png,truck6,knife2
truck2-oven3.png,truck2,oven3
truck10-bicycle1.png,truck10,bicycle1
