file_name,shape,texture
bicycle4-cat1.png,bicycle4,cat1
bicycle5-cat1.png,bicycle5,cat1
bicycle3-truck3.png,bicycle3,truck3
bicycle9-bird3.png,bicycle9,bird3
bicycle8-clock3.png,bicycle8,clock3
bicycle2-dog1.png,bicycle2,dog1
bicycle8-chair2.png,bicycle8,chair2
bicycle2-bird3.png,bicycle2,bird3
bicycle2-car2.png,bicycle2,car2
bicycle4-boat1.png,bicycle4,boat1
bicycle9-car1.png,bicycle9,car1
bicycle9-bear1.png,bicycle9,bear1
bicycle5-chair2.png,bicycle5,chair2
bicycle4-airplane1.png,bicycle4,airplane1
bicycle2-keyboard2.png,bicycle2,keyboard2
bicycle10-clock2.png,bicycle10,clock2
bicycle5-car3.png,bicycle5,car3
bicycle4-car2.png,bicycle4,car2
bicycle7-bicycle2.png,bicycle7,bicycle2
bicycle7-clock3.png,bicycle7,clock3
bicycle10-boat3.png,bicycle10,boat3
bicycle9-bottle1.png,bicycle9,bottle1
bicycle1-oven1.png,bicycle1,oven1
bicycle1-truck1.png,bicycle1,truck1
bicycle8-bird2.png,bicycle8,bird2
bicycle2-knife2.png,bicycle2,knife2
bicycle9-cat3.png,bicycle9,cat3
bicycle8-bear2.png,bicycle8,bear2
bicycle5-dog2.png,bicycle5,dog2
bicycle9-airplane2.png,bicycle9,airplane2
bicycle5-bear1.png,bicycle5,bear1
bicycle5-bottle3.png,bicycle5,bottle3
bicycle7-knife2.png,bicycle7,knife2
bicycle6-bicycle3.png,bicycle6,bicycle3
bicycle1-bicycle3.png,bicycle1,bicycle3
bicycle10-dog3.png,bicycle10,dog3
bicycle3-bird1.png,bicycle3,bird1
bicycle4-truck3.png,bicycle4,truck3
bicycle7-elephant2.png,bicycle7,elephant2
bicycle5-keyboard3.png,bicycle5,keyboard3
bicycle8-boat1.png,bicycle8,boat1
bicycle3-elephant2.png,bicycle3,elephant2
bicycle7-oven1.png,bicycle7,oven1
bicycle2-bottle1.png,bicycle2,bottle1
bicycle4-knife3.png,bicycle4,knife3
bicycle4-bicycle3.png,bicycle4,bicycle3
bicycle4-chair2.png,bicycle4,chair2
bicycle9-chair1.png,bicycle9,chair1
bicycle1-clock3.png,bicycle1,clock3
bicycle4-keyboard3.png,bicycle4,keyboard3
bicycle10-elephant2.png,bicycle10,elephant2
bicycle9-knife3.png,bicycle9,knife3
bicycle7-truck3.png,bicycle7,truck3
bicycle1-elephant2.png,bicycle1,elephant2
bicycle4-clock3.png,bicycle4,clock3
bicycle4-oven3.png,bicycle4,oven3
bicycle6-boat2.png,bicycle6,boat2
bicycle1-chair1.png,bicycle1,chair1
bicycle1-dog3.png,bicycle1,dog3
bicycle7-cat1.png,bicycle7,cat1
bicycle6-cat1.png,bicycle6,cat1
bicycle5-elephant1.png,bicycle5,elephant1
bicycle2-bicycle1.png,bicycle2,bicycle1
bicycle1-knife3.png,bicycle1,knife3
bicycle3-keyboard1.png,bicycle3,keyboard1
bicycle3-oven3.png,bicycle3,oven3
bicycle1-airplane2.png,bicycle1,airplane2
bicycle1-bear1.png,bicycle1,bear1
bicycle4-bottle1.png,bicycle4,bottle1
bicycle1-boat3.png,bicycle1,boat3
bicycle6-dog2.png,bicycle6,dog2
bicycle9-keyboard3.png,bicycle9,keyboard3
bicycle8-truck1.png,bicycle8,truck1
bicycle1-bottle3.png,bicycle1,bottle3
bicycle5-oven3.png,bicycle5,oven3
bicycle1-bird1.png,bicycle1,bird1
bicycle6-car2.png,bicycle6,car2
bicycle6-airplane2.png,bicycle6,airplane2
bicycle7-bear2.png,bicycle7,bear2
bicycle10-airplane2.png,bicycle10,airplane2
